ability;Fähigkeit;English;1;0;B1;Noun
opportunity;Gelegenheit;English;1;0;B1;Noun
risk;Risiko;English;1;0;B1;Noun
advantage;Vorteil;English;1;0;B1;Noun
disadvantage;Nachteil;English;1;0;B1;Noun
goal;Ziel;English;1;0;B1;Noun
result;Ergebnis;English;1;0;B1;Noun
effect;Effekt;English;1;0;B1;Noun
cause;Ursache;English;1;0;B1;Noun
to analyze;analysieren;English;1;0;B2;Verb
to compare;vergleichen;English;1;0;B1;Verb
to contrast;gegenüberstellen;English;1;0;B2;Verb
to evaluate;bewerten;English;1;0;B2;Verb
to examine;untersuchen;English;1;0;B2;Verb
to identify;identifizieren;English;1;0;B1;Verb
to define;definieren;English;1;0;B1;Verb
to describe;beschreiben;English;1;0;A2;Verb
to explain;erklären;English;1;0;A2;Verb
to illustrate;veranschaulichen;English;1;0;B2;Verb
to demonstrate;zeigen/belegen;English;1;0;B2;Verb
to support;unterstützen;English;1;0;B1;Verb
to argue;argumentieren;English;1;0;B1;Verb
to claim;behaupten;English;1;0;B2;Verb
to suggest;vorschlagen;English;1;0;B1;Verb
to propose;vorschlagen;English;1;0;B2;Verb
to require;erfordern;English;1;0;B2;Verb
to involve;beinhalten;English;1;0;B1;Verb
to include;enthalten;English;1;0;A2;Verb
to consist of;bestehen aus;English;1;0;B1;Verb
to increase;steigen;English;1;0;B1;Verb
to decrease;sinken;English;1;0;B1;Verb
to maintain;aufrechterhalten;English;1;0;B2;Verb
to reduce;reduzieren;English;1;0;B1;Verb
to affect;beeinflussen;English;1;0;B2;Verb
to impact;auswirken;English;1;0;B2;Verb
