many;viel;English;1;0;A1;Pronoun
to want to;wollen;English;1;0;A1;Verb
to make;machen;English;1;0;A1;Verb
to do;machen;English;1;0;A1;Verb
other;andere;English;1;0;A1;Pronoun
should;sollen;English;1;0;A1;Verb
ought to;sollen;English;1;0;B1;Verb
already;schon;English;1;0;A1;Adverb
to come;kommen;English;1;0;A1;Verb
me;mir;English;1;0;A1;Pronoun
always;immer;English;1;0;A1;Adverb
to go;gehen;English;1;0;A1;Verb
large;groß;English;1;0;A1;Adjective
big;groß;English;1;0;A1;Adjective
great;groß;English;1;0;A1;Adjective
Someone the Great (e.g., Alexander the Great);Jemand der Große (z.B., Alexander der Große);English;1;0;A1;Adjective
here;hier;English;1;0;A1;Adverb
whole;ganz;English;1;0;A2;Adjective
all the;ganz;English;1;0;A1;Adjective
quite;ganz;English;1;0;A2;Particle
two;zwei;English;1;0;A1;Number
now;jetzt;English;1;0;A1;Adverb
however;doch;English;1;0;A2;Adverb
again;wieder;English;1;0;A1;Adverb
us;uns;English;1;0;A1;Pronoun
good;gut;English;1;0;A1;Adjective
until;bis;English;1;0;A1;Conjunction
till;bis;English;1;0;A2;Preposition
to know;wissen;English;1;0;A1;Verb
to see;sehen;English;1;0;A1;Verb
(some)one;einer;English;1;0;A1;Pronoun
very;sehr;English;1;0;A1;Adverb
times;mal;English;1;0;B2;Conjunction
time;Mal;English;1;0;A1;Noun
mark;Mal;English;1;0;A2;Noun
to let;lassen;English;1;0;A1;Verb
to allow;lassen;English;1;0;A1;Verb
to have something done;lassen;English;1;0;A1;Verb
new;neu;English;1;0;A1;Adjective
to stand;stehen;English;1;0;A1;Verb
our;unser;English;1;0;A1;Pronoun
every;jede;English;1;0;A1;Pronoun
under;unter;English;1;0;A1;Preposition
human being;Mensch;English;1;0;A1;Noun
him;ihm;English;1;0;A1;Pronoun
anyway;denn;English;1;0;A2;Particle
example;Beispiel;English;1;0;A1;Noun
first;erste;English;1;0;A1;Adjective
long;lang;English;1;0;A1;Adjective
for a long time;lang;English;1;0;A1;Adverb
to live;leben;English;1;0;A1;Verb
woman;Frau;English;1;0;A1;Noun
wife;Frau;English;1;0;A1;Noun
Mrs.;Frau;English;1;0;A1;Noun
something;etwas;English;1;0;A1;Pronoun
some;etwas;English;1;0;A1;Pronoun
a little;etwas;English;1;0;A1;Pronoun
even;selbst;English;1;0;A2;Particle
few;wenig;English;1;0;A2;Adjective
little;wenige;English;1;0;A1;Pronoun
to find;finden;English;1;0;A1;Verb
against;gegen;English;1;0;A2;Preposition
between;zwischen;English;1;0;A1;Preposition
three;drei;English;1;0;A1;Number
to lie;liegen;English;1;0;A1;Verb
where;wo;English;1;0;A1;Pronoun
nothing;nichts;English;1;0;A1;Pronoun
small;klein;English;1;0;A1;Adjective
day;Tag;English;1;0;A1;Noun
German;deutsch;English;1;0;A1;Adjective
to stay;bleiben;English;1;0;A1;Verb
to remain;bleiben;English;1;0;A1;Verb
but (on the contrary);sondern;English;1;0;A1;Conjunction
today;heute;English;1;0;A1;Adverb
both;beide;English;1;0;A1;Pronoun
tall;hoch;English;1;0;A1;Adjective
high;hoch;English;1;0;A1;Adjective
with it;damit;English;1;0;A1;Pronoun
without;ohne;English;1;0;A2;Conjunction
man;Mann;English;1;0;A1;Noun
which;welche;English;1;0;A1;Pronoun
once;einmal;English;1;0;A1;Adverb
to be called;heißen;English;1;0;A1;Verb
whether;ob;English;1;0;B1;Conjunction
to think;denken;English;1;0;A1;Verb
with (somebody);dabei;English;1;0;A1;Pronoun
since;seit;English;1;0;A2;Preposition
simple;einfach;English;1;0;A2;Adjective
easy;einfach;English;1;0;A1;Adjective
simply;einfach;English;1;0;A2;Particle
not until;erst;English;1;0;A1;Adverb
child;Kind;English;1;0;A1;Noun
country;Land;English;1;0;A2;Noun
land;Land;English;1;0;A2;Noun
state;Land;English;1;0;A2;Noun
to place;stellen;English;1;0;A1;Verb
to set;stellen;English;1;0;A1;Verb
to put;stellen;English;1;0;A1;Verb
to show;zeigen;English;1;0;A1;Verb
natural;natürlich;English;1;0;A2;Adjective
naturally;natürlich;English;1;0;B1;Adverb
old;alt;English;1;0;A1;Adjective
over there;dort drüben;English;1;0;A1;Adverb
Germany;Deutschland;English;1;0;A1;Noun
same;gleich;English;1;0;A1;Adjective
right away;gleich;English;1;0;A1;Adjective
just;gleich;English;1;0;A1;Adjective
to take;nehmen;English;1;0;A1;Verb
to be allowed to;dürfen;English;1;0;A1;Verb
important;wichtig;English;1;0;A1;Adjective
perhaps;vielleicht;English;1;0;A2;Adverb
maybe;vielleicht;English;1;0;A1;Adverb
to hear;hören;English;1;0;A1;Verb
to listen (to);hören;English;1;0;A1;Verb
house;Haus;English;1;0;A1;Noun
no;nein;English;1;0;A1;Particle
whoever;wer;English;1;0;B1;Pronoun
in addition;dazu;English;1;0;A1;Pronoun
to that;dazu;English;1;0;A1;Pronoun
for that;dazu;English;1;0;A1;Pronoun
of that;dazu;English;1;0;A1;Pronoun
furthermore;dazu;English;1;0;B1;Pronoun
actual;eigentlich;English;1;0;B2;Adjective
real;eigentlich;English;1;0;A1;Adjective
actually;eigentlich;English;1;0;A2;Adverb
last;letzte;English;1;0;A2;Adjective
to ask;fragen;English;1;0;A1;Verb
Mr.;Herr;English;1;0;A1;Noun
to hold;halten;English;1;0;A1;Verb
to stop;halten;English;1;0;A1;Verb
to believe;glauben;English;1;0;A1;Verb
question;Frage;English;1;0;A1;Noun
to be valid;gelten;English;1;0;A1;Verb
straight;gerade;English;1;0;A1;Adjective
just now;gerade;English;1;0;A1;Adverb
right now;gerade;English;1;0;A1;Adverb
to follow;folgen;English;1;0;A1;Verb
to speak;sprechen;English;1;0;A1;Verb
to lead;führen;English;1;0;A1;Verb
to bring;bringen;English;1;0;A1;Verb
world;Welt;English;1;0;A1;Noun
at all;gar;English;1;0;A1;Adverb
own;eigen;English;1;0;A1;Adjective
exact;genau;English;1;0;B1;Adjective
to like;mögen;English;1;0;A1;Verb
late;spät;English;1;0;A1;Adverb
possible;möglich;English;1;0;A2;Adjective
as ... as possible;so ... wie möglich;English;1;0;A1;Adverb
if possible;so ... wie möglich;English;1;0;A1;Adverb
percent;Prozent;English;1;0;B1;Noun
while;während;English;1;0;A2;Conjunction
whereas;während;English;1;0;B2;Conjunction
during;während;English;1;0;A2;Preposition
a few;einige;English;1;0;A1;Pronoun
for it;dafür;English;1;0;A1;Pronoun
short;kurz;English;1;0;A1;Adjective
correct;richtig;English;1;0;A1;Adjective
right;richtig;English;1;0;A1;Adjective
strong;stark;English;1;0;A1;Adjective
to need;brauchen;English;1;0;A1;Verb
hand;Hand;English;1;0;A1;Noun
approximately;etwa;English;1;0;B1;Adverb
(expressing surprise);etwa;English;1;0;A1;Particle
further;weitere;English;1;0;A2;Adjective
additional;weitere;English;1;0;A2;Adjective
end;Ende;English;1;0;A1;Noun
to write;schreiben;English;1;0;A1;Verb
never;nie;English;1;0;A1;Adverb
case;Fall;English;1;0;A1;Noun
fall;Fall;English;1;0;A2;Noun
beautiful;schön;English;1;0;A1;Adjective
pleasant;schön;English;1;0;A2;Adjective
nice;schön;English;1;0;A1;Adjective
really;wirklich;English;1;0;A1;Adverb
whom;denen (pl, Dativ);English;1;0;A2;Pronoun
to name;nennen;English;1;0;A1;Verb
to call;nennen;English;1;0;A1;Verb
why;warum;English;1;0;A1;Adverb
to move;ziehen;English;1;0;A1;Verb
to pull;ziehen;English;1;0;A1;Verb
word;Wort;English;1;0;A1;Noun
on it;darauf;English;1;0;A1;Pronoun
to it;darauf;English;1;0;A1;Pronoun
exactly;eben;English;1;0;A2;Particle
side;Seite;English;1;0;A1;Noun
page;Seite;English;1;0;A1;Noun
part;Teil;English;1;0;A2;Noun
young;jung;English;1;0;A1;Adjective
four;vier;English;1;0;A1;Number
better;besser;English;1;0;A1;Adjective
almost;fast;English;1;0;A1;Adverb
quick;schnell;English;1;0;A2;Adjective
fast;schnell;English;1;0;A1;Adjective
city;Stadt;English;1;0;A1;Noun
town;Stadt;English;1;0;A1;Noun
to play;spielen;English;1;0;A1;Verb
admittedly;zwar;English;1;0;B2;Adverb
although;zwar ..., aber;English;1;0;A2;Adverb
namely;und zwar;English;1;0;A1;Adverb
euro (unit of currency);Euro;English;1;0;A1;Noun
work;Arbeit;English;1;0;A1;Noun
million;Million (Mio.);English;1;0;A2;Noun
problem;Problem;English;1;0;A1;Noun
to understand;verstehen;English;1;0;A1;Verb
to receive;bekommen;English;1;0;A1;Verb
to have an opinion;meinen;English;1;0;A1;Verb
about it;davon;English;1;0;A1;Pronoun
from it;davon;English;1;0;A1;Pronoun
thereof;davon;English;1;0;A1;Pronoun
to drive;fahren;English;1;0;A1;Verb
to ride;fahren;English;1;0;A1;Verb
yourself;dich;English;1;0;A1;Pronoun
mother;Mutter;English;1;0;A1;Noun
week;Woche;English;1;0;A1;Noun
path;Weg;English;1;0;A2;Noun
way;Weg;English;1;0;A1;Noun
eye;Auge;English;1;0;A1;Noun
often;oft;English;1;0;A1;Adverb
people;Leute (pl);English;1;0;A1;Noun
though;allerdings;English;1;0;A2;Adverb
indeed;allerdings;English;1;0;A2;Adverb
certainly;allerdings;English;1;0;A2;Adverb
in fact;sogar;English;1;0;A1;Adverb
to sit down;setzen;English;1;0;A1;Verb
therefore;deshalb;English;1;0;A2;Adverb
far;weit;English;1;0;A2;Adverb
widely;weit;English;1;0;A2;Adverb
to sit;sitzen;English;1;0;A1;Verb
father;Vater;English;1;0;A1;Noun
to work;arbeiten;English;1;0;A1;Verb
money;Geld;English;1;0;A1;Noun
company;Unternehmen;English;1;0;A2;Noun
enterprise;Unternehmen;English;1;0;B2;Noun
next;nächste;English;1;0;A2;Adjective
to explain;erklären;English;1;0;A1;Verb
clear;klar;English;1;0;A2;Adjective
doctor;Doktor;English;1;0;A1;Noun
couple;Paar;English;1;0;A2;Noun
pair;Paar;English;1;0;A1;Noun
to be fine (with);recht;English;1;0;A1;Adjective
(all) right;recht;English;1;0;A1;Adjective
be fine (with);recht;English;1;0;A1;Adjective
law;Recht;English;1;0;A2;Noun
rather;recht;English;1;0;A2;Particle
because of;wegen;English;1;0;B1;Preposition
water;Wasser;English;1;0;A1;Noun
to pass (an exam);bestehen;English;1;0;A1;Verb
to exist;bestehen;English;1;0;A1;Verb
to insist;bestehen;English;1;0;A1;Verb
to try;versuchen;English;1;0;A1;Verb
to attempt;versuchen;English;1;0;A1;Verb
point;Punkt;English;1;0;A1;Noun
period;Punkt;English;1;0;A1;Noun
dot;Punkt;English;1;0;B1;Noun
reason;Grund;English;1;0;A1;Noun
basis;Grund;English;1;0;B1;Noun
head;Kopf;English;1;0;A1;Noun
to begin;beginnen;English;1;0;A1;Verb
to run;laufen;English;1;0;A1;Verb
picture;Bild;English;1;0;A1;Noun
different;verschieden;English;1;0;A1;Adjective
diverse;verschieden;English;1;0;B1;Adjective
name;Name;English;1;0;A1;Noun
task;Aufgabe;English;1;0;A2;Noun
assignment;Aufgabe;English;1;0;B1;Noun
job;Aufgabe;English;1;0;A1;Noun
heavy;schwer;English;1;0;A1;Adjective
difficult;schwer;English;1;0;A1;Adjective
to correspond;entsprechen;English;1;0;A1;Verb
to meet;treffen;English;1;0;A1;Verb
kind;Art;English;1;0;A1;Noun
type;Art;English;1;0;A1;Noun
well;wohl;English;1;0;A1;Adverb
probably;wohl;English;1;0;A2;Particle
story;Geschichte;English;1;0;A1;Noun
history;Geschichte;English;1;0;A1;Noun
to arise;entstehen;English;1;0;A1;Verb
to originate;entstehen;English;1;0;A1;Verb
to develop;entstehen;English;1;0;A1;Verb
secure;sicher;English;1;0;B1;Adjective
safe;sicher;English;1;0;A2;Adjective
certain;sicher;English;1;0;A2;Adjective
next to;neben;English;1;0;A2;Preposition
beside;neben;English;1;0;A1;Preposition
alone;allein;English;1;0;A1;Adverb
illustration;Abbildung (Abb.);English;1;0;B2;Noun
behind;hinter;English;1;0;A1;Preposition
in back of;hinter;English;1;0;A1;Preposition
particularly;besonders;English;1;0;B1;Adverb
to carry;tragen;English;1;0;A1;Verb
to wear;tragen;English;1;0;A1;Verb
hardly;kaum;English;1;0;A2;Adverb
friend;Freund;English;1;0;A1;Noun
five;fünf;English;1;0;A1;Number
to shine;scheinen;English;1;0;A1;Verb
to seem;scheinen;English;1;0;A1;Verb
to appear;scheinen;English;1;0;A1;Verb
hour;Stunde;English;1;0;A1;Noun
to look;aussehen;English;1;0;A1;Verb
(with a verb) love to;gern;English;1;0;A1;Adverb
special;bestimmt;English;1;0;A1;Adjective
as well as;sowie;English;1;0;A1;Conjunction
as soon as;sowie;English;1;0;A1;Conjunction
plus;sowie;English;1;0;A2;Conjunction
professor;Professor;English;1;0;B1;Noun
above it;darüber;English;1;0;A1;Pronoun
whose;deren;English;1;0;A1;Pronoun
to manage;schaffen;English;1;0;A1;Verb
to create;schaffen;English;1;0;A1;Verb
back then;damals;English;1;0;A1;Pronoun
to learn;lernen;English;1;0;A1;Verb
free;frei;English;1;0;A1;Adjective
worth;wert;English;1;0;B1;Adjective
value;Wert;English;1;0;A2;Noun
or rather;beziehungsweise (bzw.);English;1;0;A1;Conjunction
respectively;beziehungsweise (bzw.);English;1;0;A1;Conjunction
to search;suchen;English;1;0;A1;Verb
to look for;suchen;English;1;0;A1;Verb
Europe;Europa;English;1;0;A1;Noun
common;gemeinsam;English;1;0;A2;Adjective
round;rund;English;1;0;A2;Adjective
number;Zahl;English;1;0;A1;Noun
topic;Thema;English;1;0;A1;Noun
subject;Thema;English;1;0;A1;Noun
theme;Thema;English;1;0;B2;Noun
to deal;handeln;English;1;0;A1;Verb
trade;handeln;English;1;0;A2;Verb
book;Buch;English;1;0;A1;Noun
differently;anders;English;1;0;A2;Adverb
political;politisch;English;1;0;A2;Adjective
to read;lesen;English;1;0;A1;Verb
view;Blick;English;1;0;A2;Noun
look;Blick;English;1;0;A1;Noun
glance;Blick;English;1;0;B1;Noun
shape;Form;English;1;0;A2;Noun
form;Form;English;1;0;A1;Noun
single;einzeln;English;1;0;A2;Adjective
separately;einzeln;English;1;0;B2;Adjective
individual;einzeln;English;1;0;B1;Adjective
to achieve;erreichen;English;1;0;A1;Verb
to reach;erreichen;English;1;0;A1;Verb
to pass (time);vergehen;English;1;0;A1;Verb
light;leicht;English;1;0;A1;Adjective
each;je;English;1;0;A1;Adverb
ever;je;English;1;0;A2;Adverb
the more ..., the;je ..., desto;English;1;0;A1;Conjunction
to lose;verlieren;English;1;0;A1;Verb
best;beste;English;1;0;A1;Adjective
to form;bilden;English;1;0;A1;Verb
to educate;bilden;English;1;0;A1;Verb
month;Monat;English;1;0;A1;Noun
solution;Lösung;English;1;0;A2;Noun
thing;Sache;English;1;0;A1;Noun
famous;bekannt;English;1;0;A1;Adjective
well-known;bekannt;English;1;0;A2;Adjective
goal;Ziel;English;1;0;A1;Noun
destination;Ziel;English;1;0;B1;Noun
to climb;steigen;English;1;0;A1;Verb
to increase;steigen;English;1;0;A1;Verb
sooner;eher;English;1;0;A1;Adverb
earlier;eher;English;1;0;A1;Adverb
more likely;eher;English;1;0;A1;Adverb
to eat;essen;English;1;0;A1;Verb
minute;Minute;English;1;0;A1;Noun
at night;nachts;English;1;0;A1;Adverb
nights;nachts;English;1;0;A1;Adverb
night;Nacht;English;1;0;A1;Noun
place;Platz;English;1;0;A1;Noun
square;Platz;English;1;0;A2;Noun
room;Platz;English;1;0;A1;Noun
bad;schlecht;English;1;0;A1;Adjective
game;Spiel;English;1;0;A1;Noun
match;Spiel;English;1;0;A1;Noun
family;Familie;English;1;0;A1;Noun
someone;jemand;English;1;0;A1;Pronoun
somebody;jemand;English;1;0;A2;Pronoun
to fall;fallen;English;1;0;A1;Verb
ten;zehn;English;1;0;A1;Number
price;Preis;English;1;0;A1;Noun
prize;Preis;English;1;0;B1;Noun
European;europäisch;English;1;0;A1;Adjective
otherwise;sonst;English;1;0;B1;Adverb
to help;helfen;English;1;0;A1;Verb
area;Bereich;English;1;0;A2;Noun
region;Bereich;English;1;0;B1;Noun
location;Ort;English;1;0;B1;Noun
in the evening;abends;English;1;0;A1;Adverb
evening;Abend;English;1;0;A1;Noun
face;Gesicht;English;1;0;A1;Noun
development;Entwicklung;English;1;0;B1;Noun
clock;Uhr;English;1;0;A1;Noun
watch;Uhr;English;1;0;A1;Noun
o’clock;Uhr;English;1;0;A1;Noun
several;mehrere;English;1;0;A2;Pronoun
multiple;mehrere;English;1;0;B2;Pronoun
various;mehrere;English;1;0;B1;Pronoun
to close;schließen;English;1;0;A1;Verb
eventually;schließlich;English;1;0;B1;Adverb
finally;schließlich;English;1;0;A2;Adverb
to lay;legen;English;1;0;A1;Verb
direct;direkt;English;1;0;A2;Adjective
from there;daher;English;1;0;A1;Pronoun
hence;daher;English;1;0;A1;Pronoun
open;offen;English;1;0;A1;Adjective
to recognize;erkennen;English;1;0;A1;Verb
to admit;erkennen;English;1;0;A1;Verb
person;Person;English;1;0;A1;Noun
moment;Moment;English;1;0;A1;Noun
school;Schule;English;1;0;A1;Noun
in it;darin;English;1;0;A1;Pronoun
in there;darin;English;1;0;A1;Pronoun
inside;darin;English;1;0;A1;Pronoun
car;Auto;English;1;0;A1;Noun
automobile;Auto;English;1;0;A1;Noun
nobody;niemand;English;1;0;A2;Pronoun
no one;niemand;English;1;0;A2;Pronoun
society;Gesellschaft;English;1;0;A2;Noun
to wait;warten;English;1;0;A1;Verb
to introduce;vorstellen;English;1;0;A1;Verb
to imagine;vorstellen;English;1;0;A1;Verb
early;früh;English;1;0;A1;Adjective
to step;treten;English;1;0;A1;Verb
to talk;reden;English;1;0;A1;Verb
group;Gruppe;English;1;0;A1;Noun
to win;gewinnen;English;1;0;A1;Verb
to gain;gewinnen;English;1;0;A1;Verb
at first;zunächst;English;1;0;A1;Adverb
for now;zunächst;English;1;0;A1;Adverb
so that;damit;English;1;0;A1;Conjunction
door;Tür;English;1;0;A1;Noun
step;Schritt;English;1;0;A1;Noun
most;meiste;English;1;0;A1;Adjective
possibility;Möglichkeit;English;1;0;B1;Noun
chance;Möglichkeit;English;1;0;A2;Noun
meaning;Sinn;English;1;0;A2;Noun
sense;Sinn;English;1;0;A2;Noun
to happen;passieren;English;1;0;A1;Verb
to take place;passieren;English;1;0;A1;Verb
sometimes;manchmal;English;1;0;B1;Adverb
comparison;Vergleich;English;1;0;B1;Noun
system;System;English;1;0;A2;Noun
role;Rolle;English;1;0;A1;Noun
roll;Rolle;English;1;0;A2;Noun
result;Ergebnis;English;1;0;A1;Noun
to compare;vergleichen;English;1;0;A1;Verb
full;voll;English;1;0;A1;Adjective
to expect;erwarten;English;1;0;A1;Verb
street;Straße;English;1;0;A1;Noun
fear;Angst;English;1;0;A2;Noun
general;allgemein;English;1;0;B1;Adjective
to feel;fühlen;English;1;0;A1;Verb
to remind;erinnern;English;1;0;A1;Verb
oh;oh;English;1;0;A1;Particle
aw;oh;English;1;0;A1;Particle
to mean;bedeuten;English;1;0;A1;Verb
voice;Stimme;English;1;0;A2;Noun
vote;Stimme;English;1;0;A1;Noun
reaction;Reaktion;English;1;0;B2;Noun
to take effect;wirken;English;1;0;A1;Verb
to have an effect;wirken;English;1;0;A1;Verb
to present;darstellen;English;1;0;A1;Verb
to depict;darstellen;English;1;0;A1;Verb
to portray;darstellen;English;1;0;A1;Verb
space;Raum;English;1;0;A2;Noun
parents;Eltern (pl);English;1;0;A1;Noun
to describe;bezeichnen;English;1;0;A1;Verb
to refer to;bezeichnen;English;1;0;A1;Verb
to consider;bezeichnen;English;1;0;A1;Verb
function;Funktion;English;1;0;A2;Noun
frequent;häufig;English;1;0;B1;Adjective
USA;USA (Vereinigte Staaten von Amerika);English;1;0;A1;Noun
United States of America;USA (Vereinigte Staaten von Amerika);English;1;0;A1;Noun
refugee;Flüchtling;English;1;0;B2;Noun
in the past;früher;English;1;0;A1;Adverb
pro;Pro;English;1;0;A2;Noun
per;pro;English;1;0;B1;Preposition
to produce;ergeben;English;1;0;A1;Verb
to result in;ergeben;English;1;0;A1;Verb
to decide;entscheiden;English;1;0;A1;Verb
university;Universität;English;1;0;A2;Noun
to concern;betreffen;English;1;0;A1;Verb
to affect;betreffen;English;1;0;A1;Verb
up there;oben;English;1;0;A1;Adverb
direction;Richtung;English;1;0;A2;Noun
to determine;bestimmen;English;1;0;A1;Verb
to be missing;fehlen;English;1;0;A1;Verb
to lack;fehlen;English;1;0;A1;Verb
to be absent;fehlen;English;1;0;A1;Verb
language;Sprache;English;1;0;A1;Noun
product;Produkt;English;1;0;A2;Noun
situation;Situation;English;1;0;A2;Noun
besides;außerdem;English;1;0;A2;Adverb
you see;nämlich;English;1;0;A1;Particle
international;international;English;1;0;A2;Adjective
beginning;Anfang;English;1;0;A2;Noun
six;sechs;English;1;0;A1;Number
to use;nutzen;English;1;0;A1;Verb
social;sozial;English;1;0;A1;Adjective
consequences;Folge;English;1;0;A1;Noun
sentence;Satz;English;1;0;A1;Noun
many a;manche;English;1;0;A1;Pronoun
connection;Verbindung;English;1;0;B1;Noun
link;Verbindung;English;1;0;B1;Noun
similar;ähnlich;English;1;0;A2;Adjective
rule;Regel;English;1;0;A1;Noun
opposite;gegenüber;English;1;0;A2;Preposition
colleague;Kollege;English;1;0;B2;Noun
until now;bisher;English;1;0;A1;Adverb
up to now;bisher;English;1;0;A1;Adverb
deep;tief;English;1;0;A2;Adjective
half;halb;English;1;0;A1;Adjective
to laugh;lachen;English;1;0;A1;Verb
likewise;ebenfalls;English;1;0;B2;Adverb
as well;ebenfalls;English;1;0;A1;Adverb
immediately;sofort;English;1;0;B1;Adverb
border;Grenze;English;1;0;B1;Noun
frontier;Grenze;English;1;0;B2;Noun
to change;ändern;English;1;0;A1;Verb
decision;Entscheidung;English;1;0;B1;Noun
to leave;verlassen;English;1;0;A1;Verb
idea;Idee;English;1;0;A1;Noun
to connect;verbinden;English;1;0;A1;Verb
to unite;verbinden;English;1;0;A1;Verb
to link;verbinden;English;1;0;A1;Verb
billion;Milliarde (Mrd.);English;1;0;B2;Noun
at last;endlich;English;1;0;A1;Adverb
energy;Energie;English;1;0;B2;Noun
suddenly;plötzlich;English;1;0;B1;Adverb
afterwards;danach;English;1;0;B1;Pronoun
after it;danach;English;1;0;A1;Pronoun
strength;Kraft;English;1;0;A2;Noun
power;Kraft;English;1;0;A2;Noun
to belong;gehören;English;1;0;A1;Verb
to insert;einsetzen;English;1;0;A1;Verb
to put in;einsetzen;English;1;0;A1;Verb
feeling;Gefühl;English;1;0;A1;Noun
nevertheless;trotzdem;English;1;0;B1;Adverb
information;Information;English;1;0;A1;Noun
as a result;dadurch;English;1;0;A1;Pronoun
through it;dadurch;English;1;0;A1;Pronoun
as a consequence;dadurch;English;1;0;A1;Pronoun
against it;dagegen;English;1;0;A1;Pronoun
on the other hand;dagegen;English;1;0;A1;Pronoun
manner;Weise;English;1;0;A2;Noun
future;Zukunft;English;1;0;A1;Noun
to grow;wachsen;English;1;0;A1;Verb
please;bitte;English;1;0;A1;Adverb
white;weiß;English;1;0;A1;Adjective
text;Text;English;1;0;A2;Noun
black;schwarz;English;1;0;A1;Adjective
to die;sterben;English;1;0;A1;Verb
market;Markt;English;1;0;A2;Noun
red;rot;English;1;0;A1;Adjective
meter;Meter (m);English;1;0;A2;Noun
near(by);nah;English;1;0;A1;Adjective
close;nah;English;1;0;A1;Adjective
close to;nahe;English;1;0;A1;Preposition
near;nahe;English;1;0;A1;Preposition
help;Hilfe;English;1;0;A1;Noun
chapter;Kapitel;English;1;0;A2;Noun
to go out;ausgehen;English;1;0;A1;Verb
to assume;ausgehen;English;1;0;A1;Verb
significance;Bedeutung;English;1;0;B1;Noun
to look at;betrachten;English;1;0;A1;Verb
chemistry;Chemie;English;1;0;B1;Noun
air;Luft;English;1;0;A2;Noun
body;Körper;English;1;0;A1;Noun
structure;Struktur;English;1;0;A2;Noun
to be correct;stimmen;English;1;0;A1;Verb
to tune;stimmen;English;1;0;A1;Verb
to vote;stimmen;English;1;0;A1;Verb
to request;bitten;English;1;0;A1;Verb
